SpatialDimValueCode,Period,FactValueNumeric,indicator,value
COD,2014,12.57,Expected Years of Schooling (years),9.206
COD,2014,12.57,Gross National Income Per Capita (2017 PPP$),906.912
COD,2014,12.57,Human Development Index (value),0.45
COD,2014,12.57,Life Expectancy at Birth (years),58.296
COD,2014,12.57,Mean Years of Schooling (years),6.227
COD,2015,12.27,Expected Years of Schooling (years),9.267
COD,2015,12.27,Gross National Income Per Capita (2017 PPP$),953.809
COD,2015,12.27,Human Development Index (value),0.457
COD,2015,12.27,Life Expectancy at Birth (years),58.49
COD,2015,12.27,Mean Years of Schooling (years),6.493
COD,2016,12.09,Expected Years of Schooling (years),9.329
COD,2016,12.09,Gross National Income Per Capita (2017 PPP$),1005.018
COD,2016,12.09,Human Development Index (value),0.466
COD,2016,12.09,Life Expectancy at Birth (years),59.066
COD,2016,12.09,Mean Years of Schooling (years),6.759
COD,2017,12.04,Expected Years of Schooling (years),9.391
COD,2017,12.04,Gross National Income Per Capita (2017 PPP$),994.637
COD,2017,12.04,Human Development Index (value),0.469
COD,2017,12.04,Life Expectancy at Birth (years),59.411
COD,2017,12.04,Mean Years of Schooling (years),6.904
COD,2018,12.39,Expected Years of Schooling (years),9.453
COD,2018,12.39,Gross National Income Per Capita (2017 PPP$),1006.872
COD,2018,12.39,Human Development Index (value),0.474
COD,2018,12.39,Life Expectancy at Birth (years),59.942
COD,2018,12.39,Mean Years of Schooling (years),7.048
COD,2019,12.41,Expected Years of Schooling (years),9.516
COD,2019,12.41,Gross National Income Per Capita (2017 PPP$),998.122
COD,2019,12.41,Human Development Index (value),0.476
COD,2019,12.41,Life Expectancy at Birth (years),60.276
COD,2019,12.41,Mean Years of Schooling (years),7.127
COG,2000,24.75,Expected Years of Schooling (years),9.179
COG,2000,24.75,Gross National Income Per Capita (2017 PPP$),2970.376
COG,2000,24.75,Human Development Index (value),0.509
COG,2000,24.75,Life Expectancy at Birth (years),53.682
COG,2000,24.75,Mean Years of Schooling (years),7.263
COG,2001,21.87,Expected Years of Schooling (years),8.99
COG,2001,21.87,Gross National Income Per Capita (2017 PPP$),3195.032
COG,2001,21.87,Human Development Index (value),0.515
COG,2001,21.87,Life Expectancy at Birth (years),54.395
COG,2001,21.87,Mean Years of Schooling (years),7.311
COG,2002,19.77,Expected Years of Schooling (years),8.801
COG,2002,19.77,Gross National Income Per Capita (2017 PPP$),3269.928
COG,2002,19.77,Human Development Index (value),0.518
COG,2002,19.77,Life Expectancy at Birth (years),55.088
COG,2002,19.77,Mean Years of Schooling (years),7.359
COG,2003,18.41,Expected Years of Schooling (years),8.589
COG,2003,18.41,Gross National Income Per Capita (2017 PPP$),3175.255
COG,2003,18.41,Human Development Index (value),0.52
COG,2003,18.41,Life Expectancy at Birth (years),55.948
COG,2003,18.41,Mean Years of Schooling (years),7.407
COG,2004,18.25,Expected Years of Schooling (years),8.8
COG,2004,18.25,Gross National Income Per Capita (2017 PPP$),3019.128
COG,2004,18.25,Human Development Index (value),0.525
COG,2004,18.25,Life Expectancy at Birth (years),56.986
COG,2004,18.25,Mean Years of Schooling (years),7.455
COG,2005,17.36,Expected Years of Schooling (years),9.01
COG,2005,17.36,Gross National Income Per Capita (2017 PPP$),3387.867
COG,2005,17.36,Human Development Index (value),0.539
COG,2005,17.36,Life Expectancy at Birth (years),58.126
COG,2005,17.36,Mean Years of Schooling (years),7.503
COG,2006,17.16,Expected Years of Schooling (years),9.221
COG,2006,17.16,Gross National Income Per Capita (2017 PPP$),3947.843
COG,2006,17.16,Human Development Index (value),0.552
COG,2006,17.16,Life Expectancy at Birth (years),58.878
COG,2006,17.16,Mean Years of Schooling (years),7.516
COG,2007,16.59,Expected Years of Schooling (years),9.431
COG,2007,16.59,Gross National Income Per Capita (2017 PPP$),3559.498
COG,2007,16.59,Human Development Index (value),0.553
COG,2007,16.59,Life Expectancy at Birth (years),59.643
COG,2007,16.59,Mean Years of Schooling (years),7.53
COG,2008,15.96,Expected Years of Schooling (years),9.641
COG,2008,15.96,Gross National Income Per Capita (2017 PPP$),3725.99
COG,2008,15.96,Human Development Index (value),0.561
COG,2008,15.96,Life Expectancy at Birth (years),60.426
COG,2008,15.96,Mean Years of Schooling (years),7.543
COG,2009,16.3,Expected Years of Schooling (years),9.852
COG,2009,16.3,Gross National Income Per Capita (2017 PPP$),4323.09
COG,2009,16.3,Human Development Index (value),0.574
COG,2009,16.3,Life Expectancy at Birth (years),61.088
COG,2009,16.3,Mean Years of Schooling (years),7.556
COG,2010,15.79,Expected Years of Schooling (years),10.062
COG,2010,15.79,Gross National Income Per Capita (2017 PPP$),4464.773
COG,2010,15.79,Human Development Index (value),0.581
COG,2010,15.79,Life Expectancy at Birth (years),61.683
COG,2010,15.79,Mean Years of Schooling (years),7.57
COG,2011,15.3,Expected Years of Schooling (years),10.273
COG,2011,15.3,Gross National Income Per Capita (2017 PPP$),4290.965
COG,2011,15.3,Human Development Index (value),0.584
COG,2011,15.3,Life Expectancy at Birth (years),61.992
COG,2011,15.3,Mean Years of Schooling (years),7.687
COG,2012,15.5,Expected Years of Schooling (years),10.483
COG,2012,15.5,Gross National Income Per Capita (2017 PPP$),4835.445
COG,2012,15.5,Human Development Index (value),0.595
COG,2012,15.5,Life Expectancy at Birth (years),62.317
COG,2012,15.5,Mean Years of Schooling (years),7.805
COG,2013,14.49,Expected Years of Schooling (years),10.707
COG,2013,14.49,Gross National Income Per Capita (2017 PPP$),4861.756
COG,2013,14.49,Human Development Index (value),0.6
COG,2013,14.49,Life Expectancy at Birth (years),62.695
COG,2013,14.49,Mean Years of Schooling (years),7.922
COG,2014,13.53,Expected Years of Schooling (years),10.936
COG,2014,13.53,Gross National Income Per Capita (2017 PPP$),5275.77
COG,2014,13.53,Human Development Index (value),0.609
COG,2014,13.53,Life Expectancy at Birth (years),62.95
COG,2014,13.53,Mean Years of Schooling (years),8.04
COG,2015,12.46,Expected Years of Schooling (years),11.17
COG,2015,12.46,Gross National Income Per Capita (2017 PPP$),4871.462
COG,2015,12.46,Human Development Index (value),0.61
COG,2015,12.46,Life Expectancy at Birth (years),63.233
COG,2015,12.46,Mean Years of Schooling (years),8.157
COG,2016,12.29,Expected Years of Schooling (years),11.409
COG,2016,12.29,Gross National Income Per Capita (2017 PPP$),4133.787
COG,2016,12.29,Human Development Index (value),0.606
COG,2016,12.29,Life Expectancy at Birth (years),63.577
COG,2016,12.29,Mean Years of Schooling (years),8.176
COG,2017,11.89,Expected Years of Schooling (years),11.653
COG,2017,11.89,Gross National Income Per Capita (2017 PPP$),3501.637
COG,2017,11.89,Human Development Index (value),0.6
COG,2017,11.89,Life Expectancy at Birth (years),63.76
COG,2017,11.89,Mean Years of Schooling (years),8.194
COG,2018,11.63,Expected Years of Schooling (years),11.902
COG,2018,11.63,Gross National Income Per Capita (2017 PPP$),3474.033
COG,2018,11.63,Human Development Index (value),0.603
COG,2018,11.63,Life Expectancy at Birth (years),64.053
COG,2018,11.63,Mean Years of Schooling (years),8.213
COG,2019,11.62,Expected Years of Schooling (years),12.157
COG,2019,11.62,Gross National Income Per Capita (2017 PPP$),3230.177
COG,2019,11.62,Human Development Index (value),0.596
COG,2019,11.62,Life Expectancy at Birth (years),62.747
COG,2019,11.62,Mean Years of Schooling (years),8.232
COL,2000,5.3,Expected Years of Schooling (years),12.154
COL,2000,5.3,Gross National Income Per Capita (2017 PPP$),8951.096
COL,2000,5.3,Human Development Index (value),0.672
COL,2000,5.3,Life Expectancy at Birth (years),71.32
COL,2000,5.3,Mean Years of Schooling (years),6.863
COL,2001,5.23,Expected Years of Schooling (years),12.156
COL,2001,5.23,Gross National Income Per Capita (2017 PPP$),8935.039
COL,2001,5.23,Human Development Index (value),0.674
COL,2001,5.23,Life Expectancy at Birth (years),71.502
COL,2001,5.23,Mean Years of Schooling (years),6.915
COL,2002,4.88,Expected Years of Schooling (years),12.158
COL,2002,4.88,Gross National Income Per Capita (2017 PPP$),9000.437
COL,2002,4.88,Human Development Index (value),0.676
COL,2002,4.88,Life Expectancy at Birth (years),71.939
COL,2002,4.88,Mean Years of Schooling (years),6.968
COL,2003,4.81,Expected Years of Schooling (years),12.407
COL,2003,4.81,Gross National Income Per Capita (2017 PPP$),9150.526
COL,2003,4.81,Human Development Index (value),0.683
COL,2003,4.81,Life Expectancy at Birth (years),72.361
COL,2003,4.81,Mean Years of Schooling (years),7.02
COL,2004,4.7,Expected Years of Schooling (years),12.656
COL,2004,4.7,Gross National Income Per Capita (2017 PPP$),9493.244
COL,2004,4.7,Human Development Index (value),0.689
COL,2004,4.7,Life Expectancy at Birth (years),72.695
COL,2004,4.7,Mean Years of Schooling (years),7.073
COL,2005,4.33,Expected Years of Schooling (years),13.179
COL,2005,4.33,Gross National Income Per Capita (2017 PPP$),9905.979
COL,2005,4.33,Human Development Index (value),0.701
COL,2005,4.33,Life Expectancy at Birth (years),73.081
COL,2005,4.33,Mean Years of Schooling (years),7.284
COL,2006,4.3,Expected Years of Schooling (years),13.524
COL,2006,4.3,Gross National Income Per Capita (2017 PPP$),10423.063
COL,2006,4.3,Human Development Index (value),0.703
COL,2006,4.3,Life Expectancy at Birth (years),73.468
COL,2006,4.3,Mean Years of Schooling (years),6.803
COL,2007,4.25,Expected Years of Schooling (years),13.79
COL,2007,4.25,Gross National Income Per Capita (2017 PPP$),10938.934
COL,2007,4.25,Human Development Index (value),0.715
COL,2007,4.25,Life Expectancy at Birth (years),73.837
COL,2007,4.25,Mean Years of Schooling (years),7.189
COL,2008,4.27,Expected Years of Schooling (years),13.993
COL,2008,4.27,Gross National Income Per Capita (2017 PPP$),11113.682
COL,2008,4.27,Human Development Index (value),0.722
COL,2008,4.27,Life Expectancy at Birth (years),74.295
COL,2008,4.27,Mean Years of Schooling (years),7.321
COL,2009,4.15,Expected Years of Schooling (years),14.439
COL,2009,4.15,Gross National Income Per Capita (2017 PPP$),11169.285
COL,2009,4.15,Human Development Index (value),0.728
COL,2009,4.15,Life Expectancy at Birth (years),74.742
COL,2009,4.15,Mean Years of Schooling (years),7.247
COL,2010,3.85,Expected Years of Schooling (years),14.414
COL,2010,3.85,Gross National Income Per Capita (2017 PPP$),11472.102
COL,2010,3.85,Human Development Index (value),0.732
COL,2010,3.85,Life Expectancy at Birth (years),75.033
COL,2010,3.85,Mean Years of Schooling (years),7.394
COL,2011,3.67,Expected Years of Schooling (years),14.5
COL,2011,3.67,Gross National Income Per Capita (2017 PPP$),12027.975
COL,2011,3.67,Human Development Index (value),0.738
COL,2011,3.67,Life Expectancy at Birth (years),75.32
COL,2011,3.67,Mean Years of Schooling (years),7.519
COL,2012,3.81,Expected Years of Schooling (years),14.18
COL,2012,3.81,Gross National Income Per Capita (2017 PPP$),12421.562
COL,2012,3.81,Human Development Index (value),0.739
COL,2012,3.81,Life Expectancy at Birth (years),75.597
COL,2012,3.81,Mean Years of Schooling (years),7.626
COL,2013,3.62,Expected Years of Schooling (years),14.7
COL,2013,3.62,Gross National Income Per Capita (2017 PPP$),12981.467
COL,2013,3.62,Human Development Index (value),0.75
COL,2013,3.62,Life Expectancy at Birth (years),75.827
COL,2013,3.62,Mean Years of Schooling (years),7.833
COL,2014,3.69,Expected Years of Schooling (years),14.602
COL,2014,3.69,Gross National Income Per Capita (2017 PPP$),13531.035
COL,2014,3.69,Human Development Index (value),0.755
COL,2014,3.69,Life Expectancy at Birth (years),76.043
COL,2014,3.69,Mean Years of Schooling (years),7.992
COL,2015,4.04,Expected Years of Schooling (years),14.645
COL,2015,4.04,Gross National Income Per Capita (2017 PPP$),14032.543
COL,2015,4.04,Human Development Index (value),0.758
COL,2015,4.04,Life Expectancy at Birth (years),76.257
COL,2015,4.04,Mean Years of Schooling (years),8.047
COL,2016,4.11,Expected Years of Schooling (years),14.766
COL,2016,4.11,Gross National Income Per Capita (2017 PPP$),14202.422
COL,2016,4.11,Human Development Index (value),0.763
COL,2016,4.11,Life Expectancy at Birth (years),76.471
COL,2016,4.11,Mean Years of Schooling (years),8.222
COL,2017,4.5,Expected Years of Schooling (years),14.736
COL,2017,4.5,Gross National Income Per Capita (2017 PPP$),14089.493
COL,2017,4.5,Human Development Index (value),0.765
COL,2017,4.5,Life Expectancy at Birth (years),76.646
COL,2017,4.5,Mean Years of Schooling (years),8.363
COL,2018,3.87,Expected Years of Schooling (years),14.629
COL,2018,3.87,Gross National Income Per Capita (2017 PPP$),14064.302
COL,2018,3.87,Human Development Index (value),0.766
COL,2018,3.87,Life Expectancy at Birth (years),76.748
COL,2018,3.87,Mean Years of Schooling (years),8.504
COL,2019,3.74,Expected Years of Schooling (years),14.524
COL,2019,3.74,Gross National Income Per Capita (2017 PPP$),14293.696
COL,2019,3.74,Human Development Index (value),0.768
COL,2019,3.74,Life Expectancy at Birth (years),76.752
COL,2019,3.74,Mean Years of Schooling (years),8.643
COM,2000,10.87,Expected Years of Schooling (years),8.182
COM,2000,10.87,Gross National Income Per Capita (2017 PPP$),2864.976
COM,2000,10.87,Human Development Index (value),0.458
COM,2000,10.87,Life Expectancy at Birth (years),58.757
COM,2000,10.87,Mean Years of Schooling (years),2.716
COM,2001,10.63,Expected Years of Schooling (years),8.464
COM,2001,10.63,Gross National Income Per Capita (2017 PPP$),2875.628
COM,2001,10.63,Human Development Index (value),0.466
COM,2001,10.63,Life Expectancy at Birth (years),59.163
COM,2001,10.63,Mean Years of Schooling (years),2.873
COM,2002,10.22,Expected Years of Schooling (years),8.746
COM,2002,10.22,Gross National Income Per Capita (2017 PPP$),2872.493
COM,2002,10.22,Human Development Index (value),0.472
COM,2002,10.22,Life Expectancy at Birth (years),59.056
COM,2002,10.22,Mean Years of Schooling (years),3.03
COM,2003,9.84,Expected Years of Schooling (years),9.028
COM,2003,9.84,Gross National Income Per Capita (2017 PPP$),2873.916
COM,2003,9.84,Human Development Index (value),0.478
COM,2003,9.84,Life Expectancy at Birth (years),59.258
COM,2003,9.84,Mean Years of Schooling (years),3.187
COM,2004,9.33,Expected Years of Schooling (years),9.277
COM,2004,9.33,Gross National Income Per Capita (2017 PPP$),2870.818
COM,2004,9.33,Human Development Index (value),0.484
COM,2004,9.33,Life Expectancy at Birth (years),59.48
COM,2004,9.33,Mean Years of Schooling (years),3.344
COM,2005,9.1,Expected Years of Schooling (years),9.526
COM,2005,9.1,Gross National Income Per Capita (2017 PPP$),2897.334
COM,2005,9.1,Human Development Index (value),0.491
COM,2005,9.1,Life Expectancy at Birth (years),59.604
COM,2005,9.1,Mean Years of Schooling (years),3.501
COM,2006,9.06,Expected Years of Schooling (years),9.775
COM,2006,9.06,Gross National Income Per Capita (2017 PPP$),2916.572
COM,2006,9.06,Human Development Index (value),0.497
COM,2006,9.06,Life Expectancy at Birth (years),59.875
COM,2006,9.06,Mean Years of Schooling (years),3.659
COM,2007,8.86,Expected Years of Schooling (years),10.024
COM,2007,8.86,Gross National Income Per Capita (2017 PPP$),2893.122
COM,2007,8.86,Human Development Index (value),0.503
COM,2007,8.86,Life Expectancy at Birth (years),60.102
COM,2007,8.86,Mean Years of Schooling (years),3.816
COM,2008,8.99,Expected Years of Schooling (years),10.273
COM,2008,8.99,Gross National Income Per Capita (2017 PPP$),2936.376
COM,2008,8.99,Human Development Index (value),0.51
COM,2008,8.99,Life Expectancy at Birth (years),60.475
COM,2008,8.99,Mean Years of Schooling (years),3.973
COM,2009,8.55,Expected Years of Schooling (years),10.522
COM,2009,8.55,Gross National Income Per Capita (2017 PPP$),2971.686
COM,2009,8.55,Human Development Index (value),0.517
COM,2009,8.55,Life Expectancy at Birth (years),60.831
COM,2009,8.55,Mean Years of Schooling (years),4.13
COM,2010,9.01,Expected Years of Schooling (years),10.77
COM,2010,9.01,Gross National Income Per Capita (2017 PPP$),3021.773
COM,2010,9.01,Human Development Index (value),0.524
COM,2010,9.01,Life Expectancy at Birth (years),61.123
COM,2010,9.01,Mean Years of Schooling (years),4.287
COM,2011,8.53,Expected Years of Schooling (years),11.019
COM,2011,8.53,Gross National Income Per Capita (2017 PPP$),3081.513
COM,2011,8.53,Human Development Index (value),0.532
COM,2011,8.53,Life Expectancy at Birth (years),61.503
COM,2011,8.53,Mean Years of Schooling (years),4.444
COM,2012,8.62,Expected Years of Schooling (years),11.268
COM,2012,8.62,Gross National Income Per Capita (2017 PPP$),3109.118
